SMILES,CANON_SMILES,MolecularFormula,MolecularWeight,Exp_logp
OC(C(O)c1ccccc1)c2ccccc2,OC(c1ccccc1)C(O)c1ccccc1,C14H14O2,214.264,1.91
NN(c1ccccc1)C(=O)c2ccccc2,NN(C(=O)c1ccccc1)c1ccccc1,C13H12N2O,212.252,2.3
CN(C(C)=O)c1ccc(O)cc1,CC(=O)N(C)c1ccc(O)cc1,C9H11NO2,165.192,0.61
COc1ccccc1C(C)=O,COc1ccccc1C(C)=O,C9H10O2,150.177,1.82
COc1ccccc1C(O)=O,COc1ccccc1C(=O)O,C8H8O3,152.149,1.59
OC(=O)c1ccccc1NC(=O)c2ccccc2,O=C(Nc1ccccc1C(=O)O)c1ccccc1,C14H11NO3,241.246,3.54
COC(=O)c1ccccc1OC(C)=O,COC(=O)c1ccccc1OC(C)=O,C10H10O4,194.186,1.46
Nc1ccc2ncccc2c1,Nc1ccc2ncccc2c1,C9H8N2,144.177,1.28
Oc1ccc2ncccc2c1,Oc1ccc2ncccc2c1,C9H7NO,145.161,1.98
Nc1cnc2ccccc2c1,Nc1cnc2ccccc2c1,C9H8N2,144.177,1.63
Oc1cnc2ccccc2c1,Oc1cnc2ccccc2c1,C9H7NO,145.161,2.08
Oc1ccc2cccnc2c1,Oc1ccc2cccnc2c1,C9H7NO,145.161,1.98
Nc1ccc2ccccc2n1,Nc1ccc2ccccc2n1,C9H8N2,144.177,1.87
Oc1cccc(c1)c2ccccc2,Oc1cccc(-c2ccccc2)c1,C12H10O,170.211,3.23
CCOc1ccccc1NC(C)=O,CCOc1ccccc1NC(C)=O,C10H13NO2,179.219,1.49
Cc1cc2ccccc2cc1C,Cc1cc2ccccc2cc1C,C12H12,156.228,4.4
Cc1ccc2cc(C)ccc2c1,Cc1ccc2cc(C)ccc2c1,C12H12,156.228,4.31
Oc1ccc2cc(O)ccc2c1,Oc1ccc2cc(O)ccc2c1,C10H8O2,160.172,1.9
c1ccc(nc1)c2ccncc2,c1ccc(-c2ccncc2)nc1,C10H8N2,156.188,1.58
c1ccc(nc1)c2cccnc2,c1ccc(-c2cccnc2)nc1,C10H8N2,156.188,1.46
CC(=O)OC(OC(C)=O)c1ccccc1,CC(=O)OC(OC(C)=O)c1ccccc1,C11H12O4,208.213,1.62
[O-][N+](=O)c1ccc2ccccc2c1,O=[N+]([O-])c1ccc2ccccc2c1,C10H7NO2,173.171,3.24
OC(=O)Cc1ccc2ccccc2c1,O=C(O)Cc1ccc2ccccc2c1,C12H10O2,186.21,2.81
Cc1cc2[nH]cnc2cc1C,Cc1cc2nc[nH]c2cc1C,C9H10N2,146.193,2.35
Brc1ccccc1Br,Brc1ccccc1Br,C6H4Br2,235.906,3.64
Oc1cc(Cl)ccc1Cl,Oc1cc(Cl)ccc1Cl,C6H4Cl2O,163.003,3.06
CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,C19H26O3,302.414,4.78
CC(=C)C(=O)OC(C)(C)C,C=C(C)C(=O)OC(C)(C)C,C8H14O2,142.198,2.54
CC(C)(C)c1cccc(O)c1,CC(C)(C)c1cccc(O)c1,C10H14O,150.221,3.3
CC(C)(C)c1cccc(n1)C(C)(C)C,CC(C)(C)c1cccc(C(C)(C)C)n1,C13H21N,191.318,4.14
CC(=O)c1cccc(C)c1,CC(=O)c1cccc(C)c1,C9H10O,134.178,2.15
OC(=O)c1cccc(Br)c1,O=C(O)c1cccc(Br)c1,C7H5BrO2,201.019,2.87
[O-][N+](=O)c1cccc(Br)c1,O=[N+]([O-])c1cccc(Br)c1,C6H4BrNO2,202.007,2.64
Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,C6H4N2O5,184.107,2.36
COc1cccc(c1)C(C)=O,COc1cccc(C(C)=O)c1,C9H10O2,150.177,1.84
COc1cccc(c1)C(O)=O,COc1cccc(C(=O)O)c1,C8H8O3,152.149,2.02
CC(C)=C1CCC(=CC1)C,CC1=CCC(=C(C)C)CC1,C10H16,136.238,4.47
OC(=O)c1ccc(Br)cc1,O=C(O)c1ccc(Br)cc1,C7H5BrO2,201.019,2.86
[O-][N+](=O)c1ccc(Br)cc1,O=[N+]([O-])c1ccc(Br)cc1,C6H4BrNO2,202.007,2.55
COCc1oc(cc1)[N+]([O-])=O,COCc1ccc([N+](=O)[O-])o1,C6H7NO4,157.125,0.89
CC(=O)c1ccc(cc1)C(O)=O,CC(=O)c1ccc(C(=O)O)cc1,C9H8O3,164.16,1.61
OCc1ccncc1,OCc1ccncc1,C6H7NO,109.128,0.06
O=Nc1ccccc1,O=Nc1ccccc1,C6H5NO,107.112,2.01
OCc1ccccn1,OCc1ccccn1,C6H7NO,109.128,0.06
Cc1cccc(CO)c1,Cc1cccc(CO)c1,C8H10O,122.167,1.6
Clc1cccc(C=O)c1,O=Cc1cccc(Cl)c1,C7H5ClO,140.569,2.26
c1(NC(=O)N(C)C)cccc(Cl)c1,CN(C)C(=O)Nc1cccc(Cl)c1,C9H11ClN2O,198.653,2
CC(=O)Nc1cccc(c1)C(O)=O,CC(=O)Nc1cccc(C(=O)O)c1,C9H9NO3,179.175,1.32
OC(=O)COc1cc(Cl)cc(Cl)c1,O=C(O)COc1cc(Cl)cc(Cl)c1,C8H6Cl2O3,221.039,2.84
CC(=O)Nc1cccc(Cl)c1,CC(=O)Nc1cccc(Cl)c1,C8H8ClNO,169.611,2.15
COc1cccc(NC(C)=O)c1,COc1cccc(NC(C)=O)c1,C9H11NO2,165.192,1.3
OC(=O)COc1ccc(Cl)c(Cl)c1,O=C(O)COc1ccc(Cl)c(Cl)c1,C8H6Cl2O3,221.039,2.81
OC(=O)COc1cccc(Cl)c1,O=C(O)COc1cccc(Cl)c1,C8H7ClO3,186.594,2.03
CC(=O)NCc1ccccc1,CC(=O)NCc1ccccc1,C9H11NO,149.193,0.95
CNCCc1ccccc1,CNCCc1ccccc1,C9H13N,135.21,1.91
CCc1ccc(N)cc1,CCc1ccc(N)cc1,C8H11N,121.183,1.96
Cc1ccc(CO)cc1,Cc1ccc(CO)cc1,C8H10O,122.167,1.58
NNc1ccc(Br)cc1,NNc1ccc(Br)cc1,C6H7BrN2,187.04,1.39
CCCCC(O)CCC,CCCCC(O)CCC,C8H18O,130.231,2.68
CCCCC(O)CC,CCCCC(O)CC,C7H16O,116.204,2.24
CC1CCC(O)CC1,CC1CCC(O)CC1,C7H14O,114.188,1.79
CC1CCC(=O)CC1,CC1CCC(=O)CC1,C7H12O,112.172,1.38
Cc1cccc(Br)c1,Cc1cccc(Br)c1,C7H7Br,171.037,3.41
Nc1cccc(Br)c1,Nc1cccc(Br)c1,C6H6BrN,172.025,2.1
Oc1cccc(Br)c1,Oc1cccc(Br)c1,C6H5BrO,173.009,2.63
Cc1cncc(C)c1,Cc1cncc(C)c1,C7H9N,107.156,1.78
Nc1cccc(O)c1,Nc1cccc(O)c1,C6H7NO,109.128,0.21
COc1cccc(C=O)c1,COc1cccc(C=O)c1,C8H8O2,136.15,1.71
CCOc1cccc(NC(C)=O)c1,CCOc1cccc(NC(C)=O)c1,C10H13NO2,179.219,1.82
Oc1cc(Cl)cc(Cl)c1,Oc1cc(Cl)cc(Cl)c1,C6H4Cl2O,163.003,3.62
Ic1ccccc1,Ic1ccccc1,C6H5I,204.01,3.25
Nc1ccncn1,Nc1ccncn1,C4H5N3,95.105,-0.25
CCCCC(C)=O,CCCCC(C)=O,C6H12O,100.161,1.38
CC(C)CN=C=S,CC(C)CN=C=S,C5H9NS,115.201,2.82
CC(=O)OCC=C,C=CCOC(C)=O,C5H8O2,100.117,0.97
C=CCC=C,C=CCC=C,C5H8,68.119,2.48
CCCCNC(N)=O,CCCCNC(N)=O,C5H12N2O,116.164,0.41
CCCCOC(N)=O,CCCCOC(N)=O,C5H11NO2,117.148,0.85
CCC=CC=C,C=CC=CCC,C6H10,82.146,3.16
C1CC=CC=C1,C1=CCCC=C1,C6H8,80.13,2.47
CCCCN=C=S,CCCCN=C=S,C5H9NS,115.201,2.92
CF,CF,CH3F,34.033,0.51
FCCl,FCCl,CH2ClF,68.478,0.51
CC(C)(O)C(O)=O,CC(C)(O)C(=O)O,C4H8O3,104.105,-0.36
NC(=O)C(Cl)(Cl)Cl,NC(=O)C(Cl)(Cl)Cl,C2H2Cl3NO,162.403,1.04
CC(C)(C)N(O)O,CC(C)(C)N(O)O,C4H11NO2,105.137,1.17
COC1[C@@H](O)C(C)O[C@@H](O[C@@H]2CC[C@@]3(C)[C@H](CCC4C3CC[C@]5(C)[C@H](C(O)C[C@]45O)C6=CC(=O)OC6)C2)C1O,COC1C(O)[C@H](O[C@@H]2CC[C@]3(C)C4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)C(O)C[C@]5(O)C4CC[C@@H]3C2)OC(C)[C@@H]1O,C30H46O9,550.689,0.59
CCC(C)(C)C(O)=O,CCC(C)(C)C(=O)O,C6H12O2,116.16,1.9
CC(C)(C(O)=O)C(O)=O,CC(C)(C(=O)O)C(=O)O,C5H8O4,132.115,0.39
CC[S](=O)(=O)CC,CCS(=O)(=O)CC,C4H10O2S,122.189,-0.59
CCC[S](=O)(=O)CCC,CCCS(=O)(=O)CCC,C6H14O2S,150.243,0.39
BrC=C(Br)Br,BrC=C(Br)Br,C2HBr3,264.742,3.2
CNC(N)=O,CNC(N)=O,C2H6N2O,74.083,-1.4
CNC(N)=S,CNC(N)=S,C2H6N2S,90.151,-0.69
COC(N)=O,COC(N)=O,C2H5NO2,75.067,-0.66
CCN(C)C,CCN(C)C,C4H11N,73.139,0.7
CC(Br)C(O)=O,CC(Br)C(=O)O,C3H5BrO2,152.975,0.92
COC(=O)C(C)(C)C,COC(=O)C(C)(C)C,C6H12O2,116.16,1.83
COC(=O)C(Cl)(Cl)Cl,COC(=O)C(Cl)(Cl)Cl,C3H3Cl3O2,177.414,2.03
ON[S](=O)(=O)c1ccccc1,O=S(=O)(NO)c1ccccc1,C6H7NO3S,173.193,0.48
Cc1cnc(N[S](=O)(=O)c2ccc(N)cc2)nc1,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,C11H12N4O2S,264.31,0.34
CC(C)N(N=O)C(C)C,CC(C)N(N=O)C(C)C,C6H14N2O,130.191,1.38
OC(=O)c1c(Br)cccc1Br,O=C(O)c1c(Br)cccc1Br,C7H4Br2O2,279.915,3.58
Oc1cccc(O)c1[N+]([O-])=O,O=[N+]([O-])c1c(O)cccc1O,C6H5NO4,155.109,1.56
[O-][N+](=O)c1c2ccccc2cc3ccccc13,O=[N+]([O-])c1c2ccccc2cc2ccccc12,C14H9NO2,223.231,4.78
[O-][N+](=O)c1ccc2CCc3cccc1c23,O=[N+]([O-])c1ccc2c3c(cccc13)CC2,C12H9NO2,199.209,3.85
CC(O)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,C10H14N4O3,238.247,-0.77
OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,C8H5NO6,211.129,0.75
c1ccc(cc1)N(c2ccccc2)c3ccccc3,c1ccc(N(c2ccccc2)c2ccccc2)cc1,C18H15N,245.325,5.74
c1ccc(cc1)P(c2ccccc2)c3ccccc3,c1ccc(P(c2ccccc2)c2ccccc2)cc1,C18H15P,262.292,5.69
Cn1ccc2ccccc12,Cn1ccc2ccccc21,C9H9N,131.178,2.72
Oc1ccc(Cl)c2ccccc12,Oc1ccc(Cl)c2ccccc12,C10H7ClO,178.618,3.94
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,C16H22O11,390.341,0.63
OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,C15H11ClN2O2,286.718,2.24
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,C14H18O4,250.294,2.83
[O-][N+](=O)c1cccc2c1cccc2[N+]([O-])=O,O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,C10H6N2O4,218.168,2.58
Cc1ccc2C(=O)C=CC(=O)c2c1,Cc1ccc2c(c1)C(=O)C=CC2=O,C11H8O2,172.183,2.1
COC1=C(OC)C(=O)C(=CC1=O)C,COC1=C(OC)C(=O)C(C)=CC1=O,C9H10O4,182.175,0.8
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],C7H6N2O4,182.135,2.1
O=C1CC(=O)c2ccccc12,O=C1CC(=O)c2ccccc21,C9H6O2,146.145,0.61
N[S](=O)(=O)c1cccc2ccccc12,NS(=O)(=O)c1cccc2ccccc12,C10H9NO2S,207.254,1.55
NNC(=O)c1ccccc1[N+]([O-])=O,NNC(=O)c1ccccc1[N+](=O)[O-],C7H7N3O3,181.151,-0.54
COC(=O)c1ccccc1[N+]([O-])=O,COC(=O)c1ccccc1[N+](=O)[O-],C8H7NO4,181.147,1.66
COC(=O)c1ccccc1C(=O)c2ccccc2,COC(=O)c1ccccc1C(=O)c1ccccc1,C15H12O3,240.258,2.7
[O-][N+](=O)c1cc2ccccc2c(c1)[N+]([O-])=O,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,C10H6N2O4,218.168,2.83
CN1C(=O)C=Cc2ccccc12,Cn1c(=O)ccc2ccccc21,C10H9NO,159.188,1.45
COC(=O)c1ccccc1OC,COC(=O)c1ccccc1OC,C9H10O3,166.176,2.04
[O-][N+](=O)c1cccc2cccnc12,O=[N+]([O-])c1cccc2cccnc12,C9H6N2O2,174.159,1.4
[O-][N+](=O)c1ccc2c(Cc3ccccc23)c1,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,C13H9NO2,211.22,3.37
CCOC(=O)C(Cc1ccccc1)C(=O)OCC,CCOC(=O)C(Cc1ccccc1)C(=O)OCC,C14H18O4,250.294,2.76
CCCOC(=O)c1ccccc1O,CCCOC(=O)c1ccccc1O,C10H12O3,180.203,3.8
COc1c(Br)cc(Br)cc1Br,COc1c(Br)cc(Br)cc1Br,C7H5Br3O,344.828,4.48
CC(=O)Oc1c[nH]c2ccccc12,CC(=O)Oc1c[nH]c2ccccc12,C10H9NO2,175.187,2.01
Nc1cccc(Cl)c1Cl,Nc1cccc(Cl)c1Cl,C6H5Cl2N,162.019,2.82
Nc1c(Cl)cccc1Cl,Nc1c(Cl)cccc1Cl,C6H5Cl2N,162.019,2.76
Oc1c(Br)cccc1Br,Oc1c(Br)cccc1Br,C6H4Br2O,251.905,3.36
Cc1c(C)c(O)ccc1O,Cc1c(O)ccc(O)c1C,C8H10O2,138.166,1.36
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,C6HCl5,250.339,5.17
Oc1cc(Cl)c(Cl)c(Cl)c1,Oc1cc(Cl)c(Cl)c(Cl)c1,C6H3Cl3O,197.448,4.01
NC(=O)c1cocc1,NC(=O)c1ccoc1,C5H5NO2,111.1,0.09
NC(=O)c1occc1,NC(=O)c1ccco1,C5H5NO2,111.1,-0.11
[O-][N+](=O)c1sccc1,O=[N+]([O-])c1cccs1,C4H3NO2S,129.14,1.55
NC(=O)c1ccccc1Cl,NC(=O)c1ccccc1Cl,C7H6ClNO,155.584,0.64
CN(C)c1ccccc1C,Cc1ccccc1N(C)C,C9H13N,135.21,2.85
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,C7H4N2O7,228.116,1.71
OC(=O)c1ccc(O)c(O)c1O,O=C(O)c1ccc(O)c(O)c1O,C7H6O5,170.12,1.05
NC(=O)c1ccccc1[N+]([O-])=O,NC(=O)c1ccccc1[N+](=O)[O-],C7H6N2O3,166.136,-0.12
Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,C7H6N2O4,182.135,2.08
Nc1cccc2cc3ccccc3cc12,Nc1cccc2cc3ccccc3cc12,C14H11N,193.249,3.69
CC(=O)Oc1ccccc1[N+]([O-])=O,CC(=O)Oc1ccccc1[N+](=O)[O-],C8H7NO4,181.147,1.55
COC(=O)c1ccccc1Cl,COC(=O)c1ccccc1Cl,C8H7ClO2,170.595,2.38
COC(=O)c1ccccc1I,COC(=O)c1ccccc1I,C8H7IO2,262.046,2.74
CCC(=O)c1ccccc1O,CCC(=O)c1ccccc1O,C9H10O2,150.177,2.54
Nc1ccc(c(N)c1)C(O)=O,Nc1ccc(C(=O)O)c(N)c1,C7H8N2O2,152.153,-0.31
[O-][N+](=O)c1ccc(Cl)cc1Cl,O=[N+]([O-])c1ccc(Cl)cc1Cl,C6H3Cl2NO2,192.001,3.07
COC(=O)c1occc1,COC(=O)c1ccco1,C6H6O3,126.111,1
CCc1ccccc1C,CCc1ccccc1C,C9H12,120.195,3.53
Oc1ccccc1C#N,N#Cc1ccccc1O,C7H5NO,119.123,1.61
CNc1ccccc1C,CNc1ccccc1C,C8H11N,121.183,2.16
Cc1cccc2cccnc12,Cc1cccc2cccnc12,C10H9N,143.189,2.6
Clc1cccc2cccnc12,Clc1cccc2cccnc12,C9H6ClN,163.607,2.44
Nc1cccc2ncccc12,Nc1cccc2ncccc12,C9H8N2,144.177,1.16
Cn1cnc2NC(=O)N(C)C(=O)c12,Cn1c(=O)[nH]c2ncn(C)c2c1=O,C7H8N4O2,180.167,-0.22
CC(C)C(=O)c1ccccc1,CC(C)C(=O)c1ccccc1,C10H12O,148.205,2.73
CN(C)C(=O)c1ccccc1,CN(C)C(=O)c1ccccc1,C9H11NO,149.193,0.62
COc1ccccc1CO,COc1ccccc1CO,C8H10O2,138.166,1.13
CCc1ccccc1[N+]([O-])=O,CCc1ccccc1[N+](=O)[O-],C8H9NO2,151.165,2.58
Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,C9H6ClN,163.607,2.73
Cc1cnc2ccccc2c1,Cc1cnc2ccccc2c1,C10H9N,143.189,2.53
Cc1ccc2cccnc2c1,Cc1ccc2cccnc2c1,C10H9N,143.189,2.47
Clc1ccc2ccccc2n1,Clc1ccc2ccccc2n1,C9H6ClN,163.607,2.71
c1ccc(cc1)c2ccc3ccccc3n2,c1ccc(-c2ccc3ccccc3n2)cc1,C15H11N,205.26,3.9
O=NN(Cc1ccccc1)c2ccccc2,O=NN(Cc1ccccc1)c1ccccc1,C13H12N2O,212.252,3.38
Cc1ccc2cc3ccccc3cc2c1,Cc1ccc2cc3ccccc3cc2c1,C15H12,192.261,5
C1c2ccccc2Cc3ccccc13,c1ccc2c(c1)Cc1ccccc1C2,C14H12,180.25,4.25
Cc1ccc(cc1)c2ccc(C)cc2,Cc1ccc(-c2ccc(C)cc2)cc1,C14H14,182.266,5.09
[O-][N+](=O)c1ccc2ncccc2c1,O=[N+]([O-])c1ccc2ncccc2c1,C9H6N2O2,174.159,1.82
COc1ccccc1OC(C)=O,COc1ccccc1OC(C)=O,C9H10O3,166.176,1.38
CNC(=O)c1ccccc1,CNC(=O)c1ccccc1,C8H9NO,135.166,0.86
NNC(=O)c1ccccc1,NNC(=O)c1ccccc1,C7H8N2O,136.154,0.19
CCNC(=O)c1ccccc1,CCNC(=O)c1ccccc1,C9H11NO,149.193,1.28
CCOC(=O)c1cccnc1,CCOC(=O)c1cccnc1,C8H9NO2,151.165,1.32
NC(CC(O)=O)c1ccccc1,NC(CC(=O)O)c1ccccc1,C9H11NO2,165.192,-1.4
CN(Cc1ccccc1)c2ccccc2,CN(Cc1ccccc1)c1ccccc1,C14H15N,197.281,4.22
ClOC(=O)COc1ccccc1,O=C(COc1ccccc1)OCl,C8H7ClO3,186.594,1.86
OC(=O)Cc1ccccc1O,O=C(O)Cc1ccccc1O,C8H8O3,152.149,0.85
CC(=O)Nc1ccccc1Br,CC(=O)Nc1ccccc1Br,C8H8BrNO,214.062,1.34
CC(=O)Nc1ccccc1O,CC(=O)Nc1ccccc1O,C8H9NO2,151.165,0.72
Cc1ccc2[nH]ccc2c1,Cc1ccc2[nH]ccc2c1,C9H9N,131.178,2.68
CCOC(=O)c1cocc1,CCOC(=O)c1ccoc1,C7H8O3,140.138,1.78
CCOC(=O)c1occc1,CCOC(=O)c1ccco1,C7H8O3,140.138,1.52
Cc1[nH]c2ccccc2n1,Cc1nc2ccccc2[nH]1,C8H8N2,132.166,1.43
CSc1sc2ccccc2n1,CSc1nc2ccccc2s1,C8H7NS2,181.285,3.15
Nc1ccccc1Br,Nc1ccccc1Br,C6H6BrN,172.025,2.11
Nc1ccccc1I,Nc1ccccc1I,C6H6IN,219.025,2.32
Oc1ccc(Br)cc1Br,Oc1ccc(Br)cc1Br,C6H4Br2O,251.905,3.22
Cc1ccc(Cl)cc1C,Cc1ccc(Cl)cc1C,C8H9Cl,140.613,3.82
Oc1ccc(O)c(Cl)c1,Oc1ccc(O)c(Cl)c1,C6H5ClO2,144.557,1.4
Cc1ccc(Cl)c(O)c1,Cc1ccc(Cl)c(O)c1,C7H7ClO,142.585,2.9
CN1C=CC(=O)NC1=O,Cn1ccc(=O)[nH]c1=O,C5H6N2O2,126.115,-1.2
CC1NC(=O)NC1=O,CC1NC(=O)NC1=O,C4H6N2O2,114.104,-0.91
Cc1cscc1,Cc1ccsc1,C5H6S,98.17,2.34
O=C1CCCN1,O=C1CCCN1,C4H7NO,85.106,-0.85
Cn1ccnc1,Cn1ccnc1,C4H6N2,82.106,-0.06
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,C15H24N2O,248.37,2.41
CCCC(O)C(O)=O,CCCC(O)C(=O)O,C5H10O3,118.132,0.45
NCc1occc1,NCc1ccco1,C5H7NO,97.117,0.37
N#Cc1occc1,N#Cc1ccco1,C5H3NO,93.085,0.96
Cc1cccc(c1)C(N)=O,Cc1cccc(C(N)=O)c1,C8H9NO,135.166,1.18
NC(=O)c1cccc(Cl)c1,NC(=O)c1cccc(Cl)c1,C7H6ClNO,155.584,1.51
NC(=O)c1cccc(O)c1,NC(=O)c1cccc(O)c1,C7H7NO2,137.138,0.39
OC(=O)c1cccc(I)c1,O=C(O)c1cccc(I)c1,C7H5IO2,248.019,3.13
[O-][N+](=O)c1cc(Cl)cc(Cl)c1,O=[N+]([O-])c1cc(Cl)cc(Cl)c1,C6H3Cl2NO2,192.001,3.09
Oc1c(Cl)cc(cc1Cl)[N+]([O-])=O,O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,C6H3Cl2NO3,208,2.94
Nc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,C6H5N3O4,183.123,1.89
NNC(=O)c1cccc(c1)[N+]([O-])=O,NNC(=O)c1cccc([N+](=O)[O-])c1,C7H7N3O3,181.151,0.23
COC(=O)c1cccc(c1)[N+]([O-])=O,COC(=O)c1cccc([N+](=O)[O-])c1,C8H7NO4,181.147,1.89
CCOC(=O)c1cccc(c1)[N+]([O-])=O,CCOC(=O)c1cccc([N+](=O)[O-])c1,C9H9NO4,195.174,2.35
CC1CCC(CC1O)C(C)=C,C=C(C)C1CCC(C)C(O)C1,C10H18O,154.253,3.21
Nc1ccc(cc1N)C(O)=O,Nc1ccc(C(=O)O)cc1N,C7H8N2O2,152.153,0.13
Nc1cc(ccc1C(O)=O)[N+]([O-])=O,Nc1cc([N+](=O)[O-])ccc1C(=O)O,C7H6N2O4,182.135,1.91
[O-][N+](=O)c1cccc(c1)C#N,N#Cc1cccc([N+](=O)[O-])c1,C7H4N2O2,148.121,1.17
COC(=O)c1ccc(Br)cc1,COC(=O)c1ccc(Br)cc1,C8H7BrO2,215.046,2.95
COC(=O)c1ccc(N)cc1,COC(=O)c1ccc(N)cc1,C8H9NO2,151.165,1.37
COC(=O)c1ccc(cc1)[N+]([O-])=O,COC(=O)c1ccc([N+](=O)[O-])cc1,C8H7NO4,181.147,1.89
Cc1ccc(cc1)C(N)=O,Cc1ccc(C(N)=O)cc1,C8H9NO,135.166,1.18
NC(=O)c1ccc(Cl)cc1,NC(=O)c1ccc(Cl)cc1,C7H6ClNO,155.584,1.55
NC(=O)c1ccc(O)cc1,NC(=O)c1ccc(O)cc1,C7H7NO2,137.138,0.33
OC(=O)c1ccc(I)cc1,O=C(O)c1ccc(I)cc1,C7H5IO2,248.019,3.02
CCc1ccc(cc1)C(O)=O,CCc1ccc(C(=O)O)cc1,C9H10O2,150.177,2.89
OC(=O)c1ccc(cc1)C#N,N#Cc1ccc(C(=O)O)cc1,C8H5NO2,147.133,1.56
OC(=O)c1ccc(C=O)cc1,O=Cc1ccc(C(=O)O)cc1,C8H6O3,150.133,1.76
[O-][N+](=O)c1ccc(cc1)C#N,N#Cc1ccc([N+](=O)[O-])cc1,C7H4N2O2,148.121,1.19
OCc1ccc(cc1)[N+]([O-])=O,O=[N+]([O-])c1ccc(CO)cc1,C7H7NO3,153.137,1.26
CC(C)c1ccc(cc1)C(N)=O,CC(C)c1ccc(C(N)=O)cc1,C10H13NO,163.22,2.14
NC(=O)c1ccc(cc1)[N+]([O-])=O,NC(=O)c1ccc([N+](=O)[O-])cc1,C7H6N2O3,166.136,0.82
CN(C)c1ccc(cc1)C(O)=O,CN(C)c1ccc(C(=O)O)cc1,C9H11NO2,165.192,1.28
CCOc1ccc(cc1)C(O)=O,CCOc1ccc(C(=O)O)cc1,C9H10O3,166.176,2.39
CC(=O)OCc1ccc(cc1)[N+]([O-])=O,CC(=O)OCc1ccc([N+](=O)[O-])cc1,C9H9NO4,195.174,1.73
Cc1oc(C=O)cc1,Cc1ccc(C=O)o1,C6H6O2,110.112,0.67
COc1ccncc1,COc1ccncc1,C6H7NO,109.128,1
CCc1cccc(C)c1,CCc1cccc(C)c1,C9H12,120.195,3.98
CCc1cccc(O)c1,CCc1cccc(O)c1,C8H10O,122.167,2.4
OCc1cccc(O)c1,OCc1cccc(O)c1,C7H8O2,124.139,0.49
CCC(=O)Nc1ccccc1,CCC(=O)Nc1ccccc1,C9H11NO,149.193,1.61
CC(=O)C(=Cc1ccccc1)C(=O)OCC,CCOC(=O)C(=Cc1ccccc1)C(C)=O,C13H14O3,218.252,2.21
[O-][N+](=O)c1ccc(Oc2ccccc2)cc1,O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,C12H9NO3,215.208,3.92
Oc1ccc(Cc2ccc(O)cc2)cc1,Oc1ccc(Cc2ccc(O)cc2)cc1,C13H12O2,200.237,2.91
CCNC(=O)Nc1ccccc1,CCNC(=O)Nc1ccccc1,C9H12N2O,164.208,1.64
O=C(Cc1ccccc1)Nc2ccccc2,O=C(Cc1ccccc1)Nc1ccccc1,C14H13NO,211.264,2.7
O=[S](Cc1ccccc1)Cc2ccccc2,O=S(Cc1ccccc1)Cc1ccccc1,C14H14OS,230.332,1.99
CCCCCC(=O)Nc1ccccc1,CCCCCC(=O)Nc1ccccc1,C12H17NO,191.274,3.28
CCOc1cccc(O)c1,CCOc1cccc(O)c1,C8H10O2,138.166,1.98
OC(=O)Cc1cccc(O)c1,O=C(O)Cc1cccc(O)c1,C8H8O3,152.149,0.85
CC(=O)Nc1cccc(Br)c1,CC(=O)Nc1cccc(Br)c1,C8H8BrNO,214.062,2.31
